book	chapter	verse	text
Prov	12	11	Qui operatur terram suam satiabitur panibus; qui autem sectatur otium stultissimus est. Qui suavis est in vini demorationibus, in suis munitionibus relinquit contumeliam.
Prov	12	12	Desiderium impii munimentum est pessimorum; radix autem justorum proficiet.
Prov	12	13	Propter peccata labiorum ruina proximat malo; effugiet autem justus de angustia.
Prov	12	14	De fructu oris sui unusquisque replebitur bonis, et juxta opera manuum suarum retribuetur ei.
Prov	12	15	Via stulti recta in oculis ejus; qui autem sapiens est audit consilia.
Prov	12	16	Fatuus statim indicat iram suam; qui autem dissimulat injuriam callidus est.
Prov	12	17	Qui quod novit loquitur, index justitiæ est; qui autem mentitur, testis est fraudulentus.
Prov	12	18	Est qui promittit, et quasi gladio pungitur conscientiæ: lingua autem sapientium sanitas est.
Prov	12	19	Labium veritatis firmum erit in perpetuum; qui autem testis est repentinus, concinnat linguam mendacii.
Prov	12	20	Dolus in corde cogitantium mala; qui autem pacis ineunt consilia, sequitur eos gaudium.
Prov	12	21	Non contristabit justum quidquid ei acciderit: impii autem replebuntur malo.
Prov	12	22	Abominatio est Domino labia mendacia; qui autem fideliter agunt placent ei.
Prov	12	23	Homo versatus celat scientiam, et cor insipientium provocat stultitiam.
Prov	12	24	Manus fortium dominabitur; quæ autem remissa est, tributis serviet.
Prov	12	25	Mœror in corde viri humiliabit illum, et sermone bono lætificabitur.
Prov	12	26	Qui negligit damnum propter amicum, justus est; iter autem impiorum decipiet eos.
Prov	12	27	Non inveniet fraudulentus lucrum, et substantia hominis erit auri pretium.
Prov	12	28	In semita justitiæ vita; iter autem devium ducit ad mortem.
Prov	13	1	Filius sapiens doctrina patris; qui autem illusor est non audit cum arguitur.
Prov	13	2	De fructu oris sui homo satiabitur bonis: anima autem prævaricatorum iniqua.
Prov	13	3	Qui custodit os suum custodit animam suam; qui autem inconsideratus est ad loquendum, sentiet mala.
Prov	13	4	Vult et non vult piger; anima autem operantium impinguabitur.
Prov	13	5	Verbum mendax justus detestabitur; impius autem confundit, et confundetur.
Prov	13	6	Justitia custodit innocentis viam, impietas autem peccatorem supplantat.
Prov	13	7	Est quasi dives, cum nihil habeat, et est quasi pauper, cum in multis divitiis sit.
Prov	13	8	Redemptio animæ viri divitiæ suæ; qui autem pauper est, increpationem non sustinet.
Prov	13	9	Lux justorum lætificat: lucerna autem impiorum extinguetur.
Prov	13	10	Inter superbos semper jurgia sunt; qui autem agunt omnia cum consilio, reguntur sapientia.
Prov	13	11	Substantia festinata minuetur; quæ autem paulatim colligitur manu, multiplicabitur.
Prov	13	12	Spes quæ differtur affligit animam; lignum vitæ desiderium veniens.
Prov	13	13	Qui detrahit alicui rei, ipse se in futurum obligat; qui autem timet præceptum, in pace versabitur. Animæ dolosæ errant in peccatis: justi autem misericordes sunt, et miserantur.
Prov	13	14	Lex sapientis fons vitæ, ut declinet a ruina mortis.
Prov	13	15	Doctrina bona dabit gratiam; in itinere contemptorum vorago.
Prov	13	16	Astutus omnia agit cum consilio; qui autem fatuus est aperit stultitiam.
Prov	13	17	Nuntius impii cadet in malum; legatus autem fidelis, sanitas.
Prov	13	18	Egestas et ignominia ei qui deserit disciplinam; qui autem acquiescit arguenti glorificabitur.
Prov	13	19	Desiderium si compleatur delectat animam; detestantur stulti eos qui fugiunt mala.
Prov	13	20	Qui cum sapientibus graditur sapiens erit; amicus stultorum similis efficietur.
Prov	13	21	Peccatores persequitur malum, et justis retribuentur bona.
Prov	13	22	Bonus reliquit hæredes filios et nepotes, et custoditur justo substantia peccatoris.
Prov	13	23	Multi cibi in novalibus patrum, et aliis congregantur absque judicio.
Prov	13	24	Qui parcit virgæ odit filium suum; qui autem diligit illum instanter erudit.
Prov	13	25	Justus comedit et replet animam suam; venter autem impiorum insaturabilis.
Prov	14	1	Sapiens mulier ædificat domum suam; insipiens exstructam quoque manibus destruet.
Prov	14	2	Ambulans recto itinere, et timens Deum, despicitur ab eo qui infami graditur via.
Prov	14	3	In ore stulti virga superbiæ; labia autem sapientium custodiunt eos.
Prov	14	4	Ubi non sunt boves, præsepe vacuum est; ubi autem plurimæ segetes, ibi manifesta est fortitudo bovis.
Prov	14	5	Testis fidelis non mentitur; profert autem mendacium dolosus testis.
Prov	14	6	Quærit derisor sapientiam, et non invenit; doctrina prudentium facilis.
Prov	14	7	Vade contra virum stultum, et nescit labia prudentiæ.
Prov	14	8	Sapientia callidi est intelligere viam suam, et imprudentia stultorum errans.
Prov	14	9	Stultus illudet peccatum, et inter justos morabitur gratia.
Prov	14	10	Cor quod novit amaritudinem animæ suæ, in gaudio ejus non miscebitur extraneus.
Prov	14	11	Domus impiorum delebitur: tabernacula vero justorum germinabunt.
Prov	14	12	Est via quæ videtur homini justa, novissima autem ejus deducunt ad mortem.
Prov	14	13	Risus dolore miscebitur, et extrema gaudii luctus occupat.
Prov	14	14	Viis suis replebitur stultus, et super eum erit vir bonus.
Prov	14	15	Innocens credit omni verbo; astutus considerat gressus suos. Filio doloso nihil erit boni; servo autem sapienti prosperi erunt actus, et dirigetur via ejus.
Prov	14	16	Sapiens timet, et declinat a malo; stultus transilit, et confidit.
Prov	14	17	Impatiens operabitur stultitiam, et vir versutus odiosus est.
Prov	14	18	Possidebunt parvuli stultitiam, et exspectabunt astuti scientiam.
Prov	14	19	Jacebunt mali ante bonos, et impii ante portas justorum.
Prov	14	20	Etiam proximo suo pauper odiosus erit: amici vero divitum multi.
Prov	14	21	Qui despicit proximum suum peccat; qui autem miseretur pauperis beatus erit. Qui credit in Domino misericordiam diligit.
Prov	14	22	Errant qui operantur malum; misericordia et veritas præparant bona.
Prov	14	23	In omni opere erit abundantia; ubi autem verba sunt plurima, ibi frequenter egestas.
Prov	14	24	Corona sapientium divitiæ eorum; fatuitas stultorum imprudentia.
Prov	14	25	Liberat animas testis fidelis, et profert mendacia versipellis.
Prov	14	26	In timore Domini fiducia fortitudinis, et filiis ejus erit spes.
Prov	14	27	Timor Domini fons vitæ, ut declinent a ruina mortis.
Prov	14	28	In multitudine populi dignitas regis, et in paucitate plebis ignominia principis.
Prov	14	29	Qui patiens est multa gubernatur prudentia; qui autem impatiens est exaltat stultitiam suam.
Prov	14	30	Vita carnium sanitas cordis; putredo ossium invidia.
Prov	14	31	Qui calumniatur egentem exprobrat factori ejus; honorat autem eum qui miseretur pauperis.
Prov	14	32	In malitia sua expelletur impius: sperat autem justus in morte sua.
Prov	14	33	In corde prudentis requiescit sapientia, et indoctos quosque erudiet.
Prov	14	34	Justitia elevat gentem; miseros autem facit populos peccatum.
Prov	14	35	Acceptus est regi minister intelligens; iracundiam ejus inutilis sustinebit.
Prov	15	1	Responsio mollis frangit iram; sermo durus suscitat furorem.
Prov	15	2	Lingua sapientium ornat scientiam; os fatuorum ebullit stultitiam.
Prov	15	3	In omni loco, oculi Domini contemplantur bonos et malos.
Prov	15	4	Lingua placabilis lignum vitæ; quæ autem immoderata est conteret spiritum.
Prov	15	5	Stultus irridet disciplinam patris sui; qui autem custodit increpationes astutior fiet. In abundanti justitia virtus maxima est: cogitationes autem impiorum eradicabuntur.
Prov	15	6	Domus justi plurima fortitudo, et in fructibus impii conturbatio.
Prov	15	7	Labia sapientium disseminabunt scientiam; cor stultorum dissimile erit.
Prov	15	8	Victimæ impiorum abominabiles Domino; vota justorum placabilia.
Prov	15	9	Abominatio est Domino via impii; qui sequitur justitiam diligitur ab eo.
Prov	15	10	Doctrina mala deserenti viam vitæ; qui increpationes odit, morietur.
Prov	15	11	Infernus et perditio coram Domino; quanto magis corda filiorum hominum !
Prov	15	12	Non amat pestilens eum qui se corripit, nec ad sapientes graditur.
Prov	15	13	Cor gaudens exhilarat faciem; in mœrore animi dejicitur spiritus.
Prov	15	14	Cor sapientis quærit doctrinam, et os stultorum pascitur imperitia.
Prov	15	15	Omnes dies pauperis, mali; secura mens quasi juge convivium.
Prov	15	16	Melius est parum cum timore Domini, quam thesauri magni et insatiabiles.
Prov	15	17	Melius est vocari ad olera cum caritate, quam ad vitulum saginatum cum odio.
Prov	15	18	Vir iracundus provocat rixas; qui patiens est mitigat suscitatas.
Prov	15	19	Iter pigrorum quasi sepes spinarum; via justorum absque offendiculo.
Prov	15	20	Filius sapiens lætificat patrem, et stultus homo despicit matrem suam.
Prov	15	21	Stultitia gaudium stulto, et vir prudens dirigit gressus suos.
Prov	15	22	Dissipantur cogitationes ubi non est consilium; ubi vero sunt plures consiliarii, confirmantur.
Prov	15	23	Lætatur homo in sententia oris sui, et sermo opportunus est optimus.
Prov	15	24	Semita vitæ super eruditum, ut declinet de inferno novissimo.
Prov	15	25	Domum superborum demolietur Dominus, et firmos faciet terminos viduæ.
Prov	15	26	Abominatio Domini cogitationes malæ, et purus sermo pulcherrimus firmabitur ab eo.
Prov	15	27	Conturbat domum suam qui sectatur avaritiam; qui autem odit munera, vivet. Per misericordiam et fidem purgantur peccata: per timorem autem Domini declinat omnis a malo.
Prov	15	28	Mens justi meditatur obedientiam; os impiorum redundat malis.
Prov	15	29	Longe est Dominus ab impiis, et orationes justorum exaudiet.
Prov	15	30	Lux oculorum lætificat animam; fama bona impinguat ossa.
Prov	15	31	Auris quæ audit increpationes vitæ in medio sapientium commorabitur.
Prov	15	32	Qui abjicit disciplinam despicit animam suam; qui autem acquiescit increpationibus possessor est cordis.
Prov	15	33	Timor Domini disciplina sapientiæ, et gloriam præcedit humilitas.
Prov	16	1	Hominis est animam præparare, et Domini gubernare linguam.
Prov	16	2	Omnes viæ hominis patent oculis ejus; spirituum ponderator est Dominus.
Prov	16	3	Revela Domino opera tua, et dirigentur cogitationes tuæ.
Prov	16	4	Universa propter semetipsum operatus est Dominus; impium quoque ad diem malum.
Prov	16	5	Abominatio Domini est omnis arrogans; etiamsi manus ad manum fuerit, non est innocens. Initium viæ bonæ facere justitiam; accepta est autem apud Deum magis quam immolare hostias.
Prov	16	6	Misericordia et veritate redimitur iniquitas, et in timore Domini declinatur a malo.
Prov	16	7	Cum placuerint Domino viæ hominis, inimicos quoque ejus convertet ad pacem.
Prov	16	8	Melius est parum cum justitia quam multi fructus cum iniquitate.
Prov	16	9	Cor hominis disponit viam suam, sed Domini est dirigere gressus ejus.
Prov	16	10	Divinatio in labiis regis; in judicio non errabit os ejus.
Prov	16	11	Pondus et statera judicia Domini sunt, et opera ejus omnes lapides sacculi.
Prov	16	12	Abominabiles regi qui agunt impie, quoniam justitia firmatur solium.
Prov	16	13	Voluntas regum labia justa; qui recta loquitur diligetur.
Prov	16	14	Indignatio regis nuntii mortis, et vir sapiens placabit eam.
Prov	16	15	In hilaritate vultus regis vita, et clementia ejus quasi imber serotinus.
Prov	16	16	Posside sapientiam, quia auro melior est, et acquire prudentiam, quia pretiosior est argento.
Prov	16	17	Semita justorum declinat mala; custos animæ suæ servat viam suam.
Prov	16	18	Contritionem præcedit superbia, et ante ruinam exaltatur spiritus.
Prov	16	19	Melius est humiliari cum mitibus quam dividere spolia cum superbis.
Prov	16	20	Eruditus in verbo reperiet bona, et qui sperat in Domino beatus est.
Prov	16	21	Qui sapiens est corde appellabitur prudens, et qui dulcis eloquio majora percipiet.
Prov	16	22	Fons vitæ eruditio possidentis; doctrina stultorum fatuitas.
Prov	16	23	Cor sapientis erudiet os ejus, et labiis ejus addet gratiam.
Prov	16	24	Favus mellis composita verba; dulcedo animæ sanitas ossium.
Prov	16	25	Est via quæ videtur homini recta, et novissima ejus ducunt ad mortem.
Prov	16	26	Anima laborantis laborat sibi, quia compulit eum os suum.
Prov	16	27	Vir impius fodit malum, et in labiis ejus ignis ardescit.
Prov	16	28	Homo perversus suscitat lites, et verbosus separat principes.
Prov	16	29	Vir iniquus lactat amicum suum, et ducit eum per viam non bonam.
Prov	16	30	Qui attonitis oculis cogitat prava, mordens labia sua perficit malum.
Prov	16	31	Corona dignitatis senectus, quæ in viis justitiæ reperietur.
Prov	16	32	Melior est patiens viro forti, et qui dominatur animo suo expugnatore urbium.
Prov	16	33	Sortes mittuntur in sinum, sed a Domino temperantur.
Prov	17	1	Melior est buccella sicca cum gaudio quam domus plena victimis cum jurgio.
Prov	17	2	Servus sapiens dominabitur filiis stultis, et inter fratres hæreditatem dividet.
Prov	17	3	Sicut igne probatur argentum et aurum camino, ita corda probat Dominus.
Prov	17	4	Malus obedit linguæ iniquæ, et fallax obtemperat labiis mendacibus.
Prov	17	5	Qui despicit pauperem exprobrat factori ejus, et qui ruina lætatur alterius non erit impunitus.
Prov	17	6	Corona senum filii filiorum, et gloria filiorum patres eorum.
Prov	17	7	Non decent stultum verba composita, nec principem labium mentiens.
Prov	17	8	Gemma gratissima exspectatio præstolantis; quocumque se vertit, prudenter intelligit.
Prov	17	9	Qui celat delictum quærit amicitias; qui altero sermone repetit, separat fœderatos.
Prov	17	10	Plus proficit correptio apud prudentem, quam centum plagæ apud stultum.
Prov	17	11	Semper jurgia quærit malus: angelus autem crudelis mittetur contra eum.
Prov	17	12	Expedit magis ursæ occurrere raptis fœtibus, quam fatuo confidenti in stultitia sua.
Prov	17	13	Qui reddit mala pro bonis, non recedet malum de domo ejus.
Prov	17	14	Qui dimittit aquam caput est jurgiorum, et antequam patiatur contumeliam judicium deserit.
Prov	17	15	Qui justificat impium, et qui condemnat justum, abominabilis est uterque apud Deum.
Prov	17	16	Quid prodest stulto habere divitias, cum sapientiam emere non possit? Qui altum facit domum suam quærit ruinam, et qui evitat discere incidet in mala.
Prov	17	17	Omni tempore diligit qui amicus est, et frater in angustiis comprobatur.
Prov	17	18	Stultus homo plaudet manibus, cum spoponderit pro amico suo.
Prov	17	19	Qui meditatur discordias diligit rixas, et qui exaltat ostium quærit ruinam.
Prov	17	20	Qui perversi cordis est non inveniet bonum, et qui vertit linguam incidet in malum.
Prov	17	21	Natus est stultus in ignominiam suam; sed nec pater in fatuo lætabitur.
Prov	17	22	Animus gaudens ætatem floridam facit; spiritus tristis exsiccat ossa.
Prov	17	23	Munera de sinu impius accipit, ut pervertat semitas judicii.
Prov	17	24	In facie prudentis lucet sapientia; oculi stultorum in finibus terræ.
Prov	17	25	Ira patris filius stultus, et dolor matris quæ genuit eum.
Prov	17	26	Non est bonum damnum inferre justo, nec percutere principem qui recta judicat.
Prov	17	27	Qui moderatur sermones suos doctus et prudens est, et pretiosi spiritus vir eruditus.
Prov	17	28	Stultus quoque, si tacuerit, sapiens reputabitur, et si compresserit labia sua, intelligens.
Prov	18	1	Occasiones quærit qui vult recedere ab amico: omni tempore erit exprobrabilis.
Prov	18	2	Non recipit stultus verba prudentiæ, nisi ea dixeris quæ versantur in corde ejus.
Prov	18	3	Impius, cum in profundum venerit peccatorum, contemnit; sed sequitur eum ignominia et opprobrium.
Prov	18	4	Aqua profunda verba ex ore viri, et torrens redundans fons sapientiæ.
Prov	18	5	Accipere personam impii non est bonum, ut declines a veritate judicii.
Prov	18	6	Labia stulti miscent se rixis, et os ejus jurgia provocat.
Prov	18	7	Os stulti contritio ejus, et labia ipsius ruina animæ ejus.
Prov	18	8	Verba bilinguis quasi simplicia, et ipsa perveniunt usque ad interiora ventris. Pigrum dejicit timor; animæ autem effeminatorum esurient.
Prov	18	9	Qui mollis et dissolutus est in opere suo frater est sua opera dissipantis.
Prov	18	10	Turris fortissima nomen Domini; ad ipsum currit justus, et exaltabitur.
Prov	18	11	Substantia divitis urbs roboris ejus, et quasi murus validus circumdans eum.
Prov	18	12	Antequam conteratur, exaltatur cor hominis, et antequam glorificetur, humiliatur.
Prov	18	13	Qui prius respondet quam audiat, stultum se esse demonstrat, et confusione dignum.
Prov	18	14	Spiritus viri sustentat imbecillitatem suam; spiritum vero ad irascendum facilem quis poterit sustinere?
Prov	18	15	Cor prudens possidebit scientiam, et auris sapientium quærit doctrinam.
Prov	18	16	Donum hominis dilatat viam ejus, et ante principes spatium ei facit.
Prov	18	17	Justus prior est accusator sui: venit amicus ejus, et investigabit eum.
Prov	18	18	Contradictiones comprimit sors, et inter potentes quoque dijudicat.
Prov	18	19	Frater qui adjuvatur a fratre quasi civitas firma, et judicia quasi vectes urbium.
Prov	18	20	De fructu oris viri replebitur venter ejus, et genimina labiorum ipsius saturabunt eum.
Prov	18	21	Mors et vita in manu linguæ; qui diligunt eam comedent fructus ejus.
Prov	18	22	Qui invenit mulierem bonam invenit bonum, et hauriet jucunditatem a Domino. Qui expellit mulierem bonam expellit bonum; qui autem tenet adulteram stultus est et impius.
Prov	18	23	Cum obsecrationibus loquetur pauper, et dives effabitur rigide.
Prov	18	24	Vir amabilis ad societatem magis amicus erit quam frater.
Prov	19	1	Melior est pauper qui ambulat in simplicitate sua quam dives torquens labia sua, et insipiens.
Prov	19	2	Ubi non est scientia animæ, non est bonum, et qui festinus est pedibus offendet.
Prov	19	3	Stultitia hominis supplantat gressus ejus, et contra Deum fervet animo suo.
Prov	19	4	Divitiæ addunt amicos plurimos; a paupere autem et hi quos habuit separantur.
Prov	19	5	Testis falsus non erit impunitus, et qui mendacia loquitur non effugiet.
Prov	19	6	Multi colunt personam potentis, et amici sunt dona tribuentis.
Prov	19	7	Fratres hominis pauperis oderunt eum; insuper et amici procul recesserunt ab eo. Qui tantum verba sectatur nihil habebit;
Prov	19	8	qui autem possessor est mentis diligit animam suam, et custos prudentiæ inveniet bona.
Prov	19	9	Falsus testis non erit impunitus, et qui loquitur mendacia peribit.
Prov	19	10	Non decent stultum deliciæ, nec servum dominari principibus.
Prov	19	11	Doctrina viri per patientiam noscitur, et gloria ejus est iniqua prætergredi.
Prov	19	12	Sicut fremitus leonis, ita et regis ira, et sicut ros super herbam, ita et hilaritas ejus.
Prov	19	13	Dolor patris filius stultus, et tecta jugiter perstillantia litigiosa mulier.
Prov	19	14	Domus et divitiæ dantur a parentibus; a Domino autem proprie uxor prudens.
Prov	19	15	Pigredo immittit soporem, et anima dissoluta esuriet.
Prov	19	16	Qui custodit mandatum custodit animam suam; qui autem negligit viam suam mortificabitur.
Prov	19	17	Fœneratur Domino qui miseretur pauperis, et vicissitudinem suam reddet ei.
Prov	19	18	Erudi filium tuum; ne desperes: ad interfectionem autem ejus ne ponas animam tuam.
Prov	19	19	Qui impatiens est sustinebit damnum, et cum rapuerit, aliud apponet.
Prov	19	20	Audi consilium, et suscipe disciplinam, ut sis sapiens in novissimis tuis.
Prov	19	21	Multæ cogitationes in corde viri; voluntas autem Domini permanebit.
Prov	19	22	Homo indigens misericors est, et melior est pauper quam vir mendax.
Prov	19	23	Timor Domini ad vitam, et in plenitudine commorabitur absque visitatione pessima.
Prov	19	24	Abscondit piger manum suam sub ascella, nec ad os suum applicat eam.
Prov	19	25	Pestilente flagellato stultus sapientior erit; si autem corripueris sapientem, intelliget disciplinam.
Prov	19	26	Qui affligit patrem, et fugat matrem, ignominiosus est et infelix.
Prov	19	27	Non cesses, fili, audire doctrinam, nec ignores sermones scientiæ.
Prov	19	28	Testis iniquus deridet judicium, et os impiorum devorat iniquitatem.
Prov	19	29	Parata sunt derisoribus judicia, et mallei percutientes stultorum corporibus.
Prov	20	1	Luxuriosa res vinum, et tumultuosa ebrietas: quicumque his delectatur non erit sapiens.
Prov	20	2	Sicut rugitus leonis, ita et terror regis: qui provocat eum peccat in animam suam.
Prov	20	3	Honor est homini qui separat se a contentionibus; omnes autem stulti miscentur contumeliis.
Prov	20	4	Propter frigus piger arare noluit; mendicabit ergo æstate, et non dabitur illi.
Prov	20	5	Sicut aqua profunda, sic consilium in corde viri; sed homo sapiens exhauriet illud.
Prov	20	6	Multi homines misericordes vocantur; virum autem fidelem quis inveniet?
Prov	20	7	Justus qui ambulat in simplicitate sua beatos post se filios derelinquet.
Prov	20	8	Rex qui sedet in solio judicii dissipat omne malum intuitu suo.
Prov	20	9	Quis potest dicere: Mundum est cor meum; purus sum a peccato?
Prov	20	10	Pondus et pondus, mensura et mensura: utrumque abominabile est apud Deum.
Prov	20	11	Ex studiis suis intelligitur puer, si munda et recta sint opera ejus.
Prov	20	12	Aurem audientem, et oculum videntem: Dominus fecit utrumque.
Prov	20	13	Noli diligere somnum, ne te egestas opprimat: aperi oculos tuos, et saturare panibus.
Prov	20	14	Malum est, malum est, dicit omnis emptor; et cum recesserit, tunc gloriabitur.
Prov	20	15	Est aurum et multitudo gemmarum, et vas pretiosum labia scientiæ.
Prov	20	16	Tolle vestimentum ejus qui fidejussor extitit alieni, et pro extraneis aufer pignus ab eo.
Prov	20	17	Suavis est homini panis mendacii, et postea implebitur os ejus calculo.
Prov	20	18	Cogitationes consiliis roborantur, et gubernaculis tractanda sunt bella.
Prov	20	19	Ei qui revelat mysteria, et ambulat fraudulenter, et dilatat labia sua, ne commiscearis.
Prov	20	20	Qui maledicit patri suo et matri, extinguetur lucerna ejus in mediis tenebris:
Prov	20	21	hæreditas ad quam festinatur in principio, in novissimo benedictione carebit.
Prov	20	22	Ne dicas: Reddam malum: exspecta Dominum, et liberabit te.
Prov	20	23	Abominatio est apud Dominum pondus et pondus; statera dolosa non est bona.
Prov	20	24	A Domino diriguntur gressus viri: quis autem hominum intelligere potest viam suam?
Prov	20	25	Ruina est homini devorare sanctos, et post vota retractare.
Prov	20	26	Dissipat impios rex sapiens, et incurvat super eos fornicem.
Prov	20	27	Lucerna Domini spiraculum hominis, quæ investigat omnia secreta ventris.
Prov	20	28	Misericordia et veritas custodiunt regem, et roboratur clementia thronus ejus.
Prov	20	29	Exsultatio juvenum fortitudo eorum, et dignitas senum canities.
Prov	20	30	Livor vulneris absterget mala, et plagæ in secretioribus ventris.
Prov	21	1	Sicut divisiones aquarum, ita cor regis in manu Domini: quocumque voluerit, inclinabit illud.
Prov	21	2	Omnis via viri recta sibi videtur: appendit autem corda Dominus.
Prov	21	3	Facere misericordiam et judicium magis placet Domino quam victimæ.
Prov	21	4	Exaltatio oculorum est dilatatio cordis; lucerna impiorum peccatum.
Prov	21	5	Cogitationes robusti semper in abundantia; omnis autem piger semper in egestate est.
Prov	21	6	Qui congregat thesauros lingua mendacii vanus et excors est, et impingetur ad laqueos mortis.
Prov	21	7	Rapinæ impiorum detrahent eos, quia noluerunt facere judicium.
Prov	21	8	Perversa via viri aliena est; qui autem mundus est, rectum opus ejus.
Prov	21	9	Melius est sedere in angulo domatis, quam cum muliere litigiosa, et in domo communi.
Prov	21	10	Anima impii desiderat malum: non miserebitur proximo suo.
Prov	21	11	Mulctato pestilente, sapientior erit parvulus, et si sectetur sapientem, sumet scientiam.
Prov	21	12	Excogitat justus de domo impii, ut detrahat impios a malo.
Prov	21	13	Qui obturat aurem suam ad clamorem pauperis, et ipse clamabit, et non exaudietur.
Prov	21	14	Munus absconditum extinguit iras, et donum in sinu indignationem maximam.
Prov	21	15	Gaudium justo est facere judicium, et pavor operantibus iniquitatem.
Prov	21	16	Vir qui erraverit a via doctrinæ in cœtu gigantum commorabitur.
Prov	21	17	Qui diligit epulas in egestate erit; qui amat vinum et pinguia non ditabitur.
Prov	21	18	Pro justo datur impius, et pro rectis iniquus.
Prov	21	19	Melius est habitare in terra deserta quam cum muliere rixosa et iracunda.
Prov	21	20	Thesaurus desiderabilis, et oleum in habitaculo justi: et imprudens homo dissipabit illud.
Prov	21	21	Qui sequitur justitiam et misericordiam inveniet vitam, justitiam, et gloriam.
Prov	21	22	Civitatem fortium ascendit sapiens, et destruxit robur fiduciæ ejus.
Prov	21	23	Qui custodit os suum et linguam suam custodit ab angustiis animam suam.
Prov	21	24	Superbus et arrogans vocatur indoctus, qui in ira operatur superbiam.
Prov	21	25	Desideria occidunt pigrum: noluerunt enim quidquam manus ejus operari.
Prov	21	26	Tota die concupiscit et desiderat; qui autem justus est, tribuet, et non cessabit.
Prov	21	27	Hostiæ impiorum abominabiles, quia offeruntur ex scelere.
Prov	21	28	Testis mendax peribit; vir obediens loquetur victoriam.
Prov	21	29	Vir impius procaciter obfirmat vultum suum; qui autem rectus est corrigit viam suam.
Prov	21	30	Non est sapientia, non est prudentia, non est consilium contra Dominum.
Prov	21	31	Equus paratur ad diem belli; Dominus autem salutem tribuit.
Prov	22	1	Melius est nomen bonum quam divitiæ multæ; super argentum et aurum gratia bona.
Prov	22	2	Dives et pauper obviaverunt sibi: utriusque operator est Dominus.
Prov	22	3	Callidus vidit malum, et abscondit se; innocens pertransiit, et afflictus est damno.
Prov	22	4	Finis modestiæ timor Domini, divitiæ, et gloria, et vita.
Prov	22	5	Arma et gladii in via perversi; custos autem animæ suæ longe recedit ab eis.
Prov	22	6	Proverbium est: adolescens juxta viam suam; etiam cum senuerit, non recedet ab ea.
Prov	22	7	Dives pauperibus imperat, et qui accipit mutuum servus est fœnerantis.
Prov	22	8	Qui seminat iniquitatem metet mala, et virga iræ suæ consummabitur.
Prov	22	9	Qui pronus est ad misericordiam benedicetur: de panibus enim suis dedit pauperi. Victoriam et honorem acquiret qui dat munera; animam autem aufert accipientium.
Prov	22	10	Ejice derisorem, et exibit cum eo jurgium, cessabuntque causæ et contumeliæ.
Prov	22	11	Qui diligit cordis munditiam, propter gratiam labiorum suorum habebit amicum regem.
Prov	22	12	Oculi Domini custodiunt scientiam, et supplantantur verba iniqui.
Prov	22	13	Dicit piger: Leo est foris; in medio platearum occidendus sum.
Prov	22	14	Fovea profunda os alienæ: cui iratus est Dominus, incidet in eam.
Prov	22	15	Stultitia colligata est in corde pueri, et virga disciplinæ fugabit eam.
Prov	22	16	Qui calumniatur pauperem ut augeat divitias suas, dabit ipse ditiori, et egebit.
Prov	22	17	Inclina aurem tuam, et audi verba sapientium: appone autem cor ad doctrinam meam,
Prov	22	18	quæ pulchra erit tibi cum servaveris eam in ventre tuo, et redundabit in labiis tuis:
Prov	22	19	ut sit in Domino fiducia tua, unde et ostendi eam tibi hodie.
Prov	22	20	Ecce descripsi eam tibi tripliciter, in cogitationibus et scientia:
Prov	22	21	ut ostenderem tibi firmitatem et eloquia veritatis, respondere ex his illis qui miserunt te.
Prov	22	22	Non facias violentiam pauperi quia pauper est, neque conteras egenum in porta:
Prov	22	23	quia judicabit Dominus causam ejus, et configet eos qui confixerunt animam ejus.
Prov	22	24	Noli esse amicus homini iracundo, neque ambules cum viro furioso:
Prov	22	25	ne forte discas semitas ejus, et sumas scandalum animæ tuæ.
Prov	22	26	Noli esse cum his qui defigunt manus suas, et qui vades se offerunt pro debitis:
Prov	22	27	si enim non habes unde restituas, quid causæ est ut tollat operimentum de cubili tuo?
Prov	22	28	Ne transgrediaris terminos antiquos, quos posuerunt patres tui.
Prov	22	29	Vidisti virum velocem in opere suo? coram regibus stabit, nec erit ante ignobiles.
Prov	23	1	Quando sederis ut comedas cum principe, diligenter attende quæ apposita sunt ante faciem tuam.
Prov	23	2	Et statue cultrum in gutture tuo: si tamen habes in potestate animam tuam.
Prov	23	3	Ne desideres de cibis ejus, in quo est panis mendacii.
Prov	23	4	Noli laborare ut diteris, sed prudentiæ tuæ pone modum.
Prov	23	5	Ne erigas oculos tuos ad opes quas non potes habere, quia facient sibi pennas quasi aquilæ, et volabunt in cælum.
Prov	23	6	Ne comedas cum homine invido, et ne desideres cibos ejus:
Prov	23	7	quoniam in similitudinem arioli et conjectoris æstimat quod ignorat. Comede et bibe, dicet tibi; et mens ejus non est tecum.
Prov	23	8	Cibos quos comederas evomes, et perdes pulchros sermones tuos.
Prov	23	9	In auribus insipientium ne loquaris, qui despicient doctrinam eloquii tui.
Prov	23	10	Ne attingas parvulorum terminos, et agrum pupillorum ne introëas:
Prov	23	11	propinquus enim illorum fortis est, et ipse judicabit contra te causam illorum.
Prov	23	12	Ingrediatur ad doctrinam cor tuum, et aures tuæ ad verba scientiæ.
Prov	23	13	Noli subtrahere a puero disciplinam: si enim percusseris eum virga, non morietur.
Prov	23	14	Tu virga percuties eum, et animam ejus de inferno liberabis.
Prov	23	15	Fili mi, si sapiens fuerit animus tuus, gaudebit tecum cor meum:
