book	chapter	verse	kind	marker	printed
Job	20	11	poetry	q1	
Job	20	12	poetry	q1	
Job	20	13	poetry	q1	
Job	20	14	poetry	q1	
Job	20	15	poetry	q1	
Job	20	16	poetry	q1	
Job	20	17	poetry	q1	
Job	20	18	poetry	q1	
Job	20	19	poetry	q1	
Job	20	20	poetry	q1	
Job	20	21	poetry	q1	
Job	20	22	poetry	q1	
Job	20	23	poetry	q1	
Job	20	24	poetry	q1	
Job	20	25	poetry	q1	
Job	20	26	poetry	q1	
Job	20	27	poetry	q1	
Job	20	28	poetry	q1	
Job	20	29	poetry	q1	
Job	21	2	poetry	q1	
Job	21	3	poetry	q1	
Job	21	4	poetry	q1	
Job	21	5	poetry	q1	
Job	21	6	poetry	q1	
Job	21	7	poetry	q1	
Job	21	8	poetry	q1	
Job	21	9	poetry	q1	
Job	21	10	poetry	q1	
Job	21	11	poetry	q1	
Job	21	12	poetry	q1	
Job	21	13	poetry	q1	
Job	21	14	poetry	q1	
Job	21	15	poetry	q1	
Job	21	16	poetry	q1	
Job	21	17	poetry	q1	
Job	21	18	poetry	q1	
Job	21	19	poetry	q1	
Job	21	20	poetry	q1	
Job	21	21	poetry	q1	
Job	21	22	poetry	q1	
Job	21	23	poetry	q1	
Job	21	24	poetry	q1	
Job	21	25	poetry	q1	
Job	21	26	poetry	q1	
Job	21	27	poetry	q1	
Job	21	28	poetry	q1	
Job	21	29	poetry	q1	
Job	21	30	poetry	q1	
Job	21	31	poetry	q1	
Job	21	32	poetry	q1	
Job	21	33	poetry	q1	
Job	21	34	poetry	q1	
Job	22	2	poetry	q1	
Job	22	3	poetry	q1	
Job	22	4	poetry	q1	
Job	22	5	poetry	q1	
Job	22	6	poetry	q1	
Job	22	7	poetry	q1	
Job	22	8	poetry	q1	
Job	22	9	poetry	q1	
Job	22	10	poetry	q1	
Job	22	11	poetry	q1	
Job	22	12	poetry	q1	
Job	22	13	poetry	q1	
Job	22	14	poetry	q1	
Job	22	15	poetry	q1	
Job	22	16	poetry	q1	
Job	22	17	poetry	q1	
Job	22	18	poetry	q1	
Job	22	19	poetry	q1	
Job	22	20	poetry	q1	
Job	22	21	poetry	q1	
Job	22	22	poetry	q1	
Job	22	23	poetry	q1	
Job	22	24	poetry	q1	
Job	22	25	poetry	q1	
Job	22	26	poetry	q1	
Job	22	27	poetry	q1	
Job	22	28	poetry	q1	
Job	22	29	poetry	q1	
Job	22	30	poetry	q1	
Job	23	2	poetry	q1	
Job	23	3	poetry	q1	
Job	23	4	poetry	q1	
Job	23	5	poetry	q1	
Job	23	6	poetry	q1	
Job	23	7	poetry	q1	
Job	23	8	poetry	q1	
Job	23	9	poetry	q1	
Job	23	10	poetry	q1	
Job	23	11	poetry	q1	
Job	23	12	poetry	q1	
Job	23	13	poetry	q1	
Job	23	14	poetry	q1	
Job	23	15	poetry	q1	
Job	23	16	poetry	q1	
Job	23	17	poetry	q1	
Job	24	2	poetry	q1	
Job	24	3	poetry	q1	
Job	24	4	poetry	q1	
Job	24	5	poetry	q1	
Job	24	6	poetry	q2	
Job	24	7	poetry	q2	
Job	24	8	poetry	q2	
Job	24	9	poetry	q2	
Job	24	10	poetry	q2	
Job	24	11	poetry	q1	
Job	24	12	poetry	q1	
Job	24	13	poetry	q1	
Job	24	14	poetry	q1	
Job	24	15	poetry	q1	
Job	24	16	poetry	q1	
Job	24	17	poetry	q1	
Job	24	18	poetry	q1	
Job	24	19	poetry	q1	
Job	24	20	poetry	q1	
Job	24	21	poetry	q1	
Job	24	22	poetry	q1	
Job	24	23	poetry	q1	
Job	24	24	poetry	q1	
Job	24	25	poetry	q1	
Job	25	2	poetry	q1	
Job	25	3	poetry	q1	
Job	25	4	poetry	q1	
Job	25	5	poetry	q1	
Job	25	6	poetry	q1	
Job	26	2	poetry	q1	
Job	26	3	poetry	q1	
Job	26	4	poetry	q1	
Job	26	5	poetry	q1	
Job	26	6	poetry	q1	
Job	26	7	poetry	q1	
Job	26	8	poetry	q1	
Job	26	9	poetry	q1	
Job	26	10	poetry	q1	
Job	26	11	poetry	q1	
Job	26	12	poetry	q1	
Job	26	13	poetry	q1	
Job	26	14	poetry	q1	
Job	27	2	poetry	q1	
Job	27	3	poetry	q1	
Job	27	4	poetry	q1	
Job	27	5	poetry	q1	
Job	27	6	poetry	q1	
Job	27	7	poetry	q1	
Job	27	8	poetry	q1	
Job	27	9	poetry	q1	
Job	27	10	poetry	q1	
Job	27	11	poetry	q1	
Job	27	12	poetry	q1	
Job	27	13	poetry	q1	
Job	27	14	poetry	q1	
Job	27	15	poetry	q1	
Job	27	16	poetry	q1	
Job	27	17	poetry	q1	
Job	27	18	poetry	q1	
Job	27	19	poetry	q1	
Job	27	20	poetry	q1	
Job	27	21	poetry	q1	
Job	27	22	poetry	q1	
Job	27	23	poetry	q1	
Job	28	2	poetry	q1	
Job	28	3	poetry	q1	
Job	28	4	poetry	q1	
Job	28	5	poetry	q1	
Job	28	6	poetry	q1	
Job	28	7	poetry	q1	
Job	28	8	poetry	q1	
Job	28	9	poetry	q1	
Job	28	10	poetry	q1	
Job	28	11	poetry	q1	
Job	28	12	poetry	q1	
Job	28	13	poetry	q1	
Job	28	14	poetry	q1	
Job	28	15	poetry	q1	
Job	28	16	poetry	q1	
Job	28	17	poetry	q1	
Job	28	18	poetry	q1	
Job	28	19	poetry	q1	
Job	28	20	poetry	q1	
Job	28	21	poetry	q1	
Job	28	22	poetry	q1	
Job	28	23	poetry	q1	
Job	28	24	poetry	q1	
Job	28	25	poetry	q1	
Job	28	26	poetry	q1	
Job	28	27	poetry	q1	
Job	28	28	poetry	q1	
Job	29	2	poetry	q1	
Job	29	3	poetry	q1	
Job	29	4	poetry	q1	
Job	29	5	poetry	q1	
Job	29	6	poetry	q1	
Job	29	7	poetry	q1	
Job	29	8	poetry	q1	
Job	29	9	poetry	q1	
Job	29	10	poetry	q1	
Job	29	11	poetry	q1	
Job	29	12	poetry	q1	
Job	29	13	poetry	q1	
Job	29	14	poetry	q1	
Job	29	15	poetry	q1	
Job	29	16	poetry	q1	
Job	29	17	poetry	q1	
Job	29	18	poetry	q1	
Job	29	19	poetry	q1	
Job	29	20	poetry	q1	
Job	29	21	poetry	q1	
Job	29	22	poetry	q1	
Job	29	23	poetry	q1	
Job	29	24	poetry	q1	
Job	29	25	poetry	q1	
Job	30	2	poetry	q1	
Job	30	3	poetry	q1	
Job	30	4	poetry	q1	
Job	30	5	poetry	q1	
Job	30	6	poetry	q1	
Job	30	7	poetry	q1	
Job	30	8	poetry	q1	
Job	30	9	poetry	q1	
Job	30	10	poetry	q1	
Job	30	11	poetry	q1	
Job	30	12	poetry	q1	
Job	30	13	poetry	q1	
Job	30	14	poetry	q1	
Job	30	15	poetry	q1	
Job	30	16	poetry	q1	
Job	30	17	poetry	q1	
Job	30	18	poetry	q1	
Job	30	19	poetry	q1	
Job	30	20	poetry	q1	
Job	30	21	poetry	q1	
Job	30	22	poetry	q1	
Job	30	23	poetry	q1	
Job	30	24	poetry	q1	
Job	30	25	poetry	q1	
Job	30	26	poetry	q1	
Job	30	27	poetry	q1	
Job	30	28	poetry	q1	
Job	30	29	poetry	q1	
Job	30	30	poetry	q1	
Job	30	31	poetry	q1	
Job	31	2	poetry	q1	
Job	31	3	poetry	q1	
Job	31	4	poetry	q1	
Job	31	5	poetry	q1	
Job	31	6	poetry	q1	
Job	31	7	poetry	q1	
Job	31	8	poetry	q1	
Job	31	9	poetry	q1	
Job	31	10	poetry	q1	
Job	31	11	poetry	q1	
Job	31	12	poetry	q1	
Job	31	13	poetry	q1	
Job	31	14	poetry	q1	
Job	31	15	poetry	q1	
Job	31	16	poetry	q1	
Job	31	17	poetry	q1	
Job	31	18	poetry	q1	
Job	31	19	poetry	q1	
Job	31	20	poetry	q1	
Job	31	21	poetry	q1	
Job	31	22	poetry	q1	
Job	31	23	poetry	q1	
Job	31	24	poetry	q1	
Job	31	25	poetry	q1	
Job	31	26	poetry	q1	
Job	31	27	poetry	q1	
Job	31	28	poetry	q1	
Job	31	29	poetry	q1	
Job	31	30	poetry	q1	
Job	31	31	poetry	q1	
Job	31	32	poetry	q1	
Job	31	33	poetry	q1	
Job	31	34	poetry	q1	
Job	31	35	poetry	q1	
Job	31	36	poetry	q1	
Job	31	37	poetry	q1	
Job	31	38	poetry	q1	
Job	31	39	poetry	q1	
Job	31	40	poetry	q1	
Job	32	6	prose	p	
Job	32	7	poetry	q1	
Job	32	8	poetry	q1	
Job	32	9	poetry	q1	
Job	32	10	poetry	q1	
Job	32	11	poetry	q1	
Job	32	12	poetry	q1	
Job	32	13	poetry	q1	
Job	32	14	poetry	q1	
Job	32	15	poetry	q1	
Job	32	16	poetry	q1	
Job	32	17	poetry	q1	
Job	32	18	poetry	q1	
Job	32	19	poetry	q1	
Job	32	20	poetry	q1	
Job	32	21	poetry	q1	
Job	32	22	poetry	q1	
Job	33	2	poetry	q1	
Job	33	3	poetry	q1	
Job	33	4	poetry	q1	
Job	33	5	poetry	q1	
Job	33	6	poetry	q1	
Job	33	7	poetry	q1	
Job	33	8	poetry	q1	
Job	33	9	poetry	q1	
Job	33	10	poetry	q1	
Job	33	11	poetry	q1	
Job	33	12	poetry	q1	
Job	33	13	poetry	q1	
Job	33	14	poetry	q1	
Job	33	15	poetry	q1	
Job	33	16	poetry	q1	
Job	33	17	poetry	q1	
Job	33	18	poetry	q1	
Job	33	19	poetry	q1	
Job	33	20	poetry	q1	
Job	33	21	poetry	q1	
Job	33	22	poetry	q1	
Job	33	23	poetry	q1	
Job	33	24	poetry	q1	
Job	33	25	poetry	q1	
Job	33	26	poetry	q1	
Job	33	27	poetry	q1	
Job	33	28	poetry	q1	
Job	33	29	poetry	q1	
Job	33	30	poetry	q1	
Job	33	31	poetry	q1	
Job	33	32	poetry	q1	
Job	33	33	poetry	q1	
Job	34	2	poetry	q1	
Job	34	3	poetry	q1	
Job	34	4	poetry	q1	
Job	34	5	poetry	q1	
Job	34	6	poetry	q1	
Job	34	7	poetry	q1	
Job	34	8	poetry	q1	
Job	34	9	poetry	q1	
Job	34	10	poetry	q1	
Job	34	11	poetry	q1	
Job	34	12	poetry	q1	
Job	34	13	poetry	q1	
Job	34	14	poetry	q1	
Job	34	15	poetry	q1	
Job	34	16	poetry	q1	
Job	34	17	poetry	q1	
Job	34	18	poetry	q1	
Job	34	19	poetry	q1	
Job	34	20	poetry	q1	
Job	34	21	poetry	q1	
Job	34	22	poetry	q1	
Job	34	23	poetry	q1	
Job	34	24	poetry	q1	
Job	34	25	poetry	q1	
Job	34	26	poetry	q1	
Job	34	27	poetry	q1	
Job	34	28	poetry	q1	
Job	34	29	poetry	q1	
Job	34	30	poetry	q1	
Job	34	31	poetry	q1	
Job	34	32	poetry	q1	
Job	34	33	poetry	q1	
Job	34	34	poetry	q1	
Job	34	35	poetry	q1	
Job	34	36	poetry	q1	
Job	34	37	poetry	q1	
Job	35	2	poetry	q1	
Job	35	3	poetry	q1	
Job	35	4	poetry	q1	
Job	35	5	poetry	q1	
Job	35	6	poetry	q1	
Job	35	7	poetry	q1	
Job	35	8	poetry	q1	
Job	35	9	poetry	q1	
Job	35	10	poetry	q1	
Job	35	11	poetry	q1	
Job	35	12	poetry	q1	
Job	35	13	poetry	q1	
Job	35	14	poetry	q1	
Job	35	15	poetry	q1	
Job	35	16	poetry	q1	
Job	36	2	poetry	q1	
Job	36	3	poetry	q1	
Job	36	4	poetry	q1	
Job	36	5	poetry	q1	
Job	36	6	poetry	q1	
Job	36	7	poetry	q1	
Job	36	8	poetry	q1	
Job	36	9	poetry	q1	
Job	36	10	poetry	q1	
Job	36	11	poetry	q1	
Job	36	12	poetry	q1	
Job	36	13	poetry	q1	
Job	36	14	poetry	q1	
Job	36	15	poetry	q1	
Job	36	16	poetry	q1	
Job	36	17	poetry	q1	
Job	36	18	poetry	q1	
Job	36	19	poetry	q1	
Job	36	20	poetry	q1	
Job	36	21	poetry	q1	
Job	36	22	poetry	q1	
Job	36	23	poetry	q1	
Job	36	24	poetry	q1	
Job	36	25	poetry	q1	
Job	36	26	poetry	q1	
Job	36	27	poetry	q1	
Job	36	28	poetry	q1	
Job	36	29	poetry	q1	
Job	36	30	poetry	q1	
Job	36	31	poetry	q1	
Job	36	32	poetry	q1	
Job	36	33	poetry	q1	
Job	37	2	poetry	q1	
Job	37	3	poetry	q1	
Job	37	4	poetry	q1	
Job	37	5	poetry	q1	
Job	37	6	poetry	q1	
Job	37	7	poetry	q1	
Job	37	8	poetry	q1	
Job	37	9	poetry	q1	
Job	37	10	poetry	q1	
Job	37	11	poetry	q1	
Job	37	12	poetry	q1	
Job	37	13	poetry	q1	
Job	37	14	poetry	q1	
Job	37	15	poetry	q1	
Job	37	16	poetry	q1	
Job	37	17	poetry	q1	
Job	37	18	poetry	q1	
Job	37	19	poetry	q1	
Job	37	20	poetry	q1	
Job	37	21	poetry	q1	
Job	37	22	poetry	q1	
Job	37	23	poetry	q1	
Job	37	24	poetry	q1	
Job	38	2	poetry	q1	
Job	38	3	poetry	q1	
Job	38	4	poetry	q1	
Job	38	5	poetry	q1	
Job	38	6	poetry	q1	
Job	38	7	poetry	q1	
Job	38	8	poetry	q1	
Job	38	9	poetry	q1	
Job	38	10	poetry	q1	
Job	38	11	poetry	q1	
Job	38	12	poetry	q1	
Job	38	13	poetry	q1	
Job	38	14	poetry	q1	
Job	38	15	poetry	q1	
Job	38	16	poetry	q1	
Job	38	17	poetry	q1	
Job	38	18	poetry	q1	
Job	38	19	poetry	q1	
Job	38	20	poetry	q1	
Job	38	21	poetry	q1	
Job	38	22	poetry	q1	
Job	38	23	poetry	q1	
Job	38	24	poetry	q1	
Job	38	25	poetry	q1	
Job	38	26	poetry	q1	
Job	38	27	poetry	q1	
Job	38	28	poetry	q1	
Job	38	29	poetry	q1	
Job	38	30	poetry	q1	
Job	38	31	poetry	q1	
Job	38	32	poetry	q1	
Job	38	33	poetry	q1	
Job	38	34	poetry	q1	
Job	38	35	poetry	q1	
Job	38	36	poetry	q1	
Job	38	37	poetry	q1	
Job	38	38	poetry	q1	
Job	38	39	poetry	q1	
Job	38	40	poetry	q1	
Job	38	41	poetry	q1	
Job	39	2	poetry	q1	
Job	39	3	poetry	q1	
Job	39	4	poetry	q1	
Job	39	5	poetry	q1	
Job	39	6	poetry	q1	
Job	39	7	poetry	q1	
Job	39	8	poetry	q1	
Job	39	9	poetry	q1	
Job	39	10	poetry	q1	
Job	39	11	poetry	q1	
Job	39	12	poetry	q1	
Job	39	13	poetry	q1	
Job	39	14	poetry	q1	
Job	39	15	poetry	q1	
Job	39	16	poetry	q1	
Job	39	17	poetry	q1	
Job	39	18	poetry	q1	
Job	39	19	poetry	q1	
Job	39	20	poetry	q1	
Job	39	21	poetry	q1	
Job	39	22	poetry	q1	
Job	39	23	poetry	q1	
Job	39	24	poetry	q1	
Job	39	25	poetry	q1	
Job	39	26	poetry	q1	
Job	39	27	poetry	q1	
Job	39	28	poetry	q1	
Job	39	29	poetry	q1	
Job	39	30	poetry	q1	
Job	40	2	poetry	q1	
Job	40	3	prose	p	
Job	40	4	poetry	q1	
Job	40	5	poetry	q1	
Job	40	6	prose	p	
Job	40	7	poetry	q1	
Job	40	8	poetry	q1	
Job	40	9	poetry	q1	
Job	40	10	poetry	q1	
Job	40	11	poetry	q1	
Job	40	12	poetry	q1	
Job	40	13	poetry	q1	
Job	40	14	poetry	q1	
Job	40	15	poetry	q1	
Job	40	16	poetry	q1	
Job	40	17	poetry	q1	
Job	40	18	poetry	q1	
Job	40	19	poetry	q1	
Job	40	20	poetry	q1	
Job	40	21	poetry	q1	
Job	40	22	poetry	q1	
Job	40	23	poetry	q1	
Job	40	24	poetry	q1	
Job	41	2	poetry	q1	
Job	41	3	poetry	q1	
Job	41	4	poetry	q1	
Job	41	5	poetry	q1	
Job	41	6	poetry	q1	
Job	41	7	poetry	q1	
Job	41	8	poetry	q1	
Job	41	9	poetry	q1	
Job	41	10	poetry	q1	
Job	41	11	poetry	q1	
Job	41	12	poetry	q1	
Job	41	13	poetry	q1	
Job	41	14	poetry	q1	
Job	41	15	poetry	q1	
Job	41	16	poetry	q1	
Job	41	17	poetry	q1	
Job	41	18	poetry	q1	
Job	41	19	poetry	q1	
Job	41	20	poetry	q1	
Job	41	21	poetry	q1	
Job	41	22	poetry	q1	
Job	41	23	poetry	q1	
Job	41	24	poetry	q1	
Job	41	25	poetry	q1	
Job	41	26	poetry	q1	
Job	41	27	poetry	q1	
Job	41	28	poetry	q1	
Job	41	29	poetry	q1	
Job	41	30	poetry	q1	
Job	41	31	poetry	q1	
Job	41	32	poetry	q1	
Job	41	33	poetry	q1	
Job	41	34	poetry	q1	
Job	42	2	poetry	q1	
Job	42	3	poetry	q1	
Job	42	4	poetry	q1	
Job	42	5	poetry	q1	
Job	42	6	poetry	q1	
Job	42	7	prose	p	
Job	42	9	prose	p	
Job	42	10	prose	p	
Job	42	12	prose	p	
Ps	1	2	poetry	q1	
Ps	1	3	poetry	q1	
Ps	1	4	poetry	q1	
Ps	1	5	poetry	q1	
Ps	1	6	poetry	q1	
Ps	2	2	poetry	q1	
Ps	2	3	poetry	q1	
Ps	2	4	poetry	q1	
Ps	2	5	poetry	q1	
Ps	2	6	poetry	q1	
Ps	2	7	poetry	q2	
Ps	2	8	poetry	q1	
Ps	2	9	poetry	q1	
Ps	2	10	poetry	q1	
Ps	2	11	poetry	q1	
Ps	2	12	poetry	q1	
Ps	3	2	poetry	q1	
Ps	3	3	poetry	q1	
Ps	3	4	poetry	q1	
Ps	3	5	poetry	q1	
Ps	3	6	poetry	q1	
Ps	3	7	poetry	q1	
Ps	3	8	poetry	q1	
Ps	4	2	poetry	q1	
Ps	4	3	poetry	q1	
Ps	4	4	poetry	q1	
Ps	4	5	poetry	q1	
Ps	4	6	poetry	q1	
Ps	4	7	poetry	q1	
Ps	4	8	poetry	q1	
Ps	5	2	poetry	q1	
Ps	5	3	poetry	q1	
Ps	5	4	poetry	q1	
Ps	5	5	poetry	q1	
Ps	5	6	poetry	q1	
Ps	5	7	poetry	q1	
Ps	5	8	poetry	q1	
Ps	5	9	poetry	q1	
Ps	5	10	poetry	q1	
Ps	5	11	poetry	q1	
Ps	5	12	poetry	q2	
Ps	6	2	poetry	q1	
Ps	6	3	poetry	q1	
Ps	6	4	poetry	q1	
Ps	6	5	poetry	q1	
Ps	6	6	poetry	q1	
Ps	6	7	poetry	q1	
Ps	6	8	poetry	q1	
Ps	6	9	poetry	q1	
Ps	6	10	poetry	q1	
Ps	7	2	poetry	q1	
Ps	7	3	poetry	q1	
Ps	7	4	poetry	q1	
Ps	7	5	poetry	q2	
Ps	7	6	poetry	q1	
Ps	7	7	poetry	q2	
Ps	7	8	poetry	q1	
Ps	7	9	poetry	q1	
Ps	7	10	poetry	q1	
Ps	7	11	poetry	q1	
Ps	7	12	poetry	q1	
Ps	7	13	poetry	q1	
Ps	7	14	poetry	q1	
Ps	7	15	poetry	q1	
Ps	7	16	poetry	q1	
Ps	7	17	poetry	q1	
Ps	8	2	poetry	q1	
Ps	8	3	poetry	q1	
Ps	8	4	poetry	q1	
Ps	8	5	poetry	q1	
Ps	8	6	poetry	q1	
Ps	8	7	poetry	q1	
Ps	8	8	poetry	q2	
Ps	8	9	poetry	q1	
Ps	9	2	poetry	q1	
Ps	9	3	poetry	q1	
Ps	9	4	poetry	q1	
Ps	9	5	poetry	q1	
Ps	9	6	poetry	q1	
Ps	9	7	poetry	q1	
Ps	9	8	poetry	q1	
Ps	9	9	poetry	q1	
Ps	9	10	poetry	q1	
Ps	9	11	poetry	q1	
Ps	9	12	poetry	q1	
Ps	9	13	poetry	q1	
Ps	9	14	poetry	q2	
Ps	9	15	poetry	q1	
Ps	9	16	poetry	q1	
Ps	9	17	poetry	q1	
Ps	9	18	poetry	q1	
Ps	9	19	poetry	q1	
Ps	9	20	poetry	q1	
Ps	10	2	poetry	q1	
Ps	10	3	poetry	q1	
Ps	10	4	poetry	q1	
Ps	10	5	poetry	q1	
Ps	10	6	poetry	q2	
Ps	10	7	poetry	q1	
Ps	10	8	poetry	q1	
Ps	10	9	poetry	q1	
Ps	10	10	poetry	q1	
Ps	10	11	poetry	q1	
Ps	10	12	poetry	q1	
Ps	10	13	poetry	q1	
Ps	10	14	poetry	q1	
Ps	10	15	poetry	q1	
Ps	10	16	poetry	q1	
Ps	10	17	poetry	q1	
Ps	10	18	poetry	q2	
Ps	11	2	poetry	q1	
Ps	11	3	poetry	q1	
Ps	11	4	poetry	q1	
Ps	11	5	poetry	q1	
Ps	11	6	poetry	q1	
Ps	11	7	poetry	q1	
Ps	12	2	poetry	q1	
Ps	12	3	poetry	q1	
Ps	12	4	poetry	q1	
Ps	12	5	poetry	q1	
Ps	12	6	poetry	q1	
Ps	12	7	poetry	q1	
Ps	12	8	poetry	q1	
Ps	13	2	poetry	q1	
Ps	13	3	poetry	q1	
Ps	13	4	poetry	q2	
Ps	13	5	poetry	q1	
Ps	13	6	poetry	q1	
Ps	14	2	poetry	q1	
Ps	14	3	poetry	q1	
Ps	14	4	poetry	q1	
Ps	14	5	poetry	q1	
Ps	14	6	poetry	q1	
Ps	14	7	poetry	q1	
Ps	15	2	poetry	q1	
Ps	15	3	poetry	q1	
Ps	15	4	poetry	q1	
Ps	15	5	poetry	q1	
Ps	16	2	poetry	q1	
Ps	16	3	poetry	q1	
Ps	16	4	poetry	q1	
Ps	16	5	poetry	q1	
Ps	16	6	poetry	q1	
Ps	16	7	poetry	q1	
Ps	16	8	poetry	q1	
Ps	16	9	poetry	q1	
Ps	16	10	poetry	q1	
Ps	16	11	poetry	q1	
Ps	17	2	poetry	q1	
Ps	17	3	poetry	q1	
Ps	17	4	poetry	q1	
Ps	17	5	poetry	q1	
Ps	17	6	poetry	q1	
Ps	17	7	poetry	q1	
Ps	17	8	poetry	q1	
Ps	17	9	poetry	q1	
Ps	17	10	poetry	q1	
Ps	17	11	poetry	q1	
Ps	17	12	poetry	q1	
Ps	17	13	poetry	q1	
Ps	17	14	poetry	q2	
Ps	17	15	poetry	q1	
Ps	18	2	poetry	q1	
Ps	18	3	poetry	q1	
Ps	18	4	poetry	q1	
Ps	18	5	poetry	q1	
Ps	18	6	poetry	q1	
Ps	18	7	poetry	q1	
Ps	18	8	poetry	q1	
Ps	18	9	poetry	q1	
Ps	18	10	poetry	q1	
Ps	18	11	poetry	q1	
Ps	18	12	poetry	q1	
Ps	18	13	poetry	q1	
Ps	18	14	poetry	q1	
Ps	18	15	poetry	q1	
Ps	18	16	poetry	q1	
Ps	18	17	poetry	q1	
Ps	18	18	poetry	q1	
Ps	18	19	poetry	q1	
Ps	18	20	poetry	q1	
Ps	18	21	poetry	q1	
Ps	18	22	poetry	q1	
Ps	18	23	poetry	q1	
Ps	18	24	poetry	q1	
Ps	18	25	poetry	q1	
Ps	18	26	poetry	q1	
Ps	18	27	poetry	q1	
Ps	18	28	poetry	q1	
Ps	18	29	poetry	q1	
Ps	18	30	poetry	q1	
Ps	18	31	poetry	q1	
Ps	18	32	poetry	q2	
Ps	18	33	poetry	q1	
Ps	18	34	poetry	q1	
Ps	18	35	poetry	q1	
Ps	18	36	poetry	q1	
Ps	18	37	poetry	q1	
Ps	18	38	poetry	q1	
Ps	18	39	poetry	q1	
Ps	18	40	poetry	q1	
Ps	18	41	poetry	q1	
Ps	18	42	poetry	q1	
Ps	18	43	poetry	q1	
Ps	18	44	poetry	q2	
Ps	18	45	poetry	q1	
Ps	18	46	poetry	q1	
Ps	18	47	poetry	q1	
Ps	18	48	poetry	q1	
Ps	18	49	poetry	q1	
Ps	18	50	poetry	q1	
Ps	19	2	poetry	q1	
Ps	19	3	poetry	q1	
Ps	19	4	poetry	q1	
Ps	19	5	poetry	q2	
Ps	19	6	poetry	q1	
Ps	19	7	poetry	q1	
Ps	19	8	poetry	q1	
Ps	19	9	poetry	q1	
Ps	19	10	poetry	q1	
Ps	19	11	poetry	q1	
Ps	19	12	poetry	q1	
Ps	19	13	poetry	q1	
Ps	19	14	poetry	q1	
Ps	20	2	poetry	q2	
Ps	20	3	poetry	q2	
Ps	20	4	poetry	q1	
Ps	20	5	poetry	q1	
Ps	20	6	poetry	q1	
Ps	20	7	poetry	q1	
Ps	20	8	poetry	q1	
Ps	20	9	poetry	q1	
Ps	21	2	poetry	q1	
Ps	21	3	poetry	q1	
Ps	21	4	poetry	q1	
Ps	21	5	poetry	q1	
Ps	21	6	poetry	q1	
Ps	21	7	poetry	q1	
Ps	21	8	poetry	q1	
Ps	21	9	poetry	q1	
Ps	21	10	poetry	q1	
Ps	21	11	poetry	q1	
Ps	21	12	poetry	q1	
Ps	21	13	poetry	q1	
Ps	22	2	poetry	q1	
Ps	22	3	poetry	q1	
Ps	22	4	poetry	q1	
Ps	22	5	poetry	q1	
Ps	22	6	poetry	q1	
Ps	22	7	poetry	q1	
Ps	22	8	poetry	q2	
Ps	22	9	poetry	q1	
Ps	22	10	poetry	q1	
Ps	22	11	poetry	q1	
Ps	22	12	poetry	q1	
Ps	22	13	poetry	q1	
Ps	22	14	poetry	q1	
Ps	22	15	poetry	q1	
Ps	22	16	poetry	q1	
Ps	22	17	poetry	q1	
Ps	22	18	poetry	q1	
Ps	22	19	poetry	q1	
Ps	22	20	poetry	q1	
Ps	22	21	poetry	q1	
Ps	22	22	poetry	q1	
Ps	22	23	poetry	q1	
Ps	22	24	poetry	q1	
Ps	22	25	poetry	q1	
Ps	22	26	poetry	q1	
Ps	22	27	poetry	q1	
Ps	22	28	poetry	q1	
Ps	22	29	poetry	q1	
Ps	22	30	poetry	q1	
Ps	22	31	poetry	q1	
Ps	23	2	poetry	q1	
Ps	23	3	poetry	q1	
Ps	23	4	poetry	q1	
Ps	23	5	poetry	q1	
Ps	23	6	poetry	q1	
Ps	24	2	poetry	q1	
Ps	24	3	poetry	q1	
Ps	24	4	poetry	q1	
Ps	24	5	poetry	q1	
Ps	24	6	poetry	q1	
Ps	24	7	poetry	q1	
Ps	24	8	poetry	q1	
Ps	24	9	poetry	q1	
Ps	24	10	poetry	q1	
Ps	25	2	poetry	q1	
Ps	25	3	poetry	q1	
Ps	25	4	poetry	q1	
Ps	25	5	poetry	q1	
Ps	25	6	poetry	q1	
Ps	25	7	poetry	q1	
Ps	25	8	poetry	q1	
Ps	25	9	poetry	q1	
Ps	25	10	poetry	q1	
Ps	25	11	poetry	q1	
Ps	25	12	poetry	q1	
Ps	25	13	poetry	q1	
Ps	25	14	poetry	q1	
Ps	25	15	poetry	q1	
Ps	25	16	poetry	q1	
Ps	25	17	poetry	q1	
Ps	25	18	poetry	q1	
Ps	25	19	poetry	q1	
Ps	25	20	poetry	q1	
Ps	25	21	poetry	q1	
Ps	25	22	poetry	q1	
Ps	26	2	poetry	q1	
Ps	26	3	poetry	q1	
Ps	26	4	poetry	q1	
Ps	26	5	poetry	q1	
Ps	26	6	poetry	q1	
Ps	26	7	poetry	q2	
Ps	26	8	poetry	q1	
Ps	26	9	poetry	q1	
Ps	26	10	poetry	q2	
Ps	26	11	poetry	q1	
Ps	26	12	poetry	q1	
Ps	27	2	poetry	q1	
Ps	27	3	poetry	q1	
Ps	27	4	poetry	q1	
Ps	27	5	poetry	q1	
Ps	27	6	poetry	q1	
Ps	27	7	poetry	q1	
Ps	27	8	poetry	q1	
Ps	27	9	poetry	q1	
Ps	27	10	poetry	q1	
Ps	27	11	poetry	q1	
Ps	27	12	poetry	q1	
Ps	27	13	poetry	q1	
Ps	27	14	poetry	q1	
Ps	28	2	poetry	q1	
Ps	28	3	poetry	q1	
Ps	28	4	poetry	q1	
Ps	28	5	poetry	q1	
Ps	28	6	poetry	q1	
Ps	28	7	poetry	q1	
Ps	28	8	poetry	q1	
