book	chapter	verse	kind	marker	printed
Ps	61	5	poetry	q1	
Ps	61	6	poetry	q1	
Ps	61	7	poetry	q1	
Ps	61	8	poetry	q1	
Ps	62	2	poetry	q1	
Ps	62	3	poetry	q1	
Ps	62	4	poetry	q1	
Ps	62	5	poetry	q1	
Ps	62	6	poetry	q1	
Ps	62	7	poetry	q1	
Ps	62	8	poetry	q1	
Ps	62	9	poetry	q1	
Ps	62	10	poetry	q1	
Ps	62	11	poetry	q1	
Ps	62	12	poetry	q1	
Ps	63	2	poetry	q1	
Ps	63	3	poetry	q1	
Ps	63	4	poetry	q1	
Ps	63	5	poetry	q1	
Ps	63	6	poetry	q1	
Ps	63	7	poetry	q1	
Ps	63	8	poetry	q1	
Ps	63	9	poetry	q1	
Ps	63	10	poetry	q1	
Ps	63	11	poetry	q1	
Ps	64	2	poetry	q1	
Ps	64	3	poetry	q1	
Ps	64	4	poetry	q1	
Ps	64	5	poetry	q1	
Ps	64	6	poetry	q1	
Ps	64	7	poetry	q1	
Ps	64	8	poetry	q1	
Ps	64	9	poetry	q1	
Ps	64	10	poetry	q1	
Ps	65	2	poetry	q1	
Ps	65	3	poetry	q1	
Ps	65	4	poetry	q1	
Ps	65	5	poetry	q1	
Ps	65	6	poetry	q1	
Ps	65	7	poetry	q1	
Ps	65	8	poetry	q1	
Ps	65	9	poetry	q1	
Ps	65	10	poetry	q1	
Ps	65	11	poetry	q1	
Ps	65	12	poetry	q1	
Ps	65	13	poetry	q1	
Ps	66	2	poetry	q1	
Ps	66	3	poetry	q1	
Ps	66	4	poetry	q1	
Ps	66	5	poetry	q1	
Ps	66	6	poetry	q1	
Ps	66	7	poetry	q1	
Ps	66	8	poetry	q1	
Ps	66	9	poetry	q1	
Ps	66	10	poetry	q1	
Ps	66	11	poetry	q1	
Ps	66	12	poetry	q1	
Ps	66	13	poetry	q1	
Ps	66	14	poetry	q1	
Ps	66	15	poetry	q1	
Ps	66	16	poetry	q1	
Ps	66	17	poetry	q1	
Ps	66	18	poetry	q1	
Ps	66	19	poetry	q1	
Ps	66	20	poetry	q1	
Ps	67	2	poetry	q1	
Ps	67	3	poetry	q1	
Ps	67	4	poetry	q1	
Ps	67	5	poetry	q1	
Ps	67	6	poetry	q1	
Ps	67	7	poetry	q1	
Ps	68	2	poetry	q1	
Ps	68	3	poetry	q1	
Ps	68	4	poetry	q1	
Ps	68	5	poetry	q1	
Ps	68	6	poetry	q1	
Ps	68	7	poetry	q1	
Ps	68	8	poetry	q1	
Ps	68	9	poetry	q1	
Ps	68	10	poetry	q1	
Ps	68	11	poetry	q1	
Ps	68	12	poetry	q1	
Ps	68	13	poetry	q1	
Ps	68	14	poetry	q1	
Ps	68	15	poetry	q1	
Ps	68	16	poetry	q1	
Ps	68	17	poetry	q1	
Ps	68	18	poetry	q1	
Ps	68	19	poetry	q1	
Ps	68	20	poetry	q1	
Ps	68	21	poetry	q1	
Ps	68	22	poetry	q1	
Ps	68	23	poetry	q1	
Ps	68	24	poetry	q1	
Ps	68	25	poetry	q1	
Ps	68	26	poetry	q1	
Ps	68	27	poetry	q1	
Ps	68	28	poetry	q1	
Ps	68	29	poetry	q1	
Ps	68	30	poetry	q1	
Ps	68	31	poetry	q1	
Ps	68	32	poetry	q1	
Ps	68	33	poetry	q1	
Ps	68	34	poetry	q1	
Ps	68	35	poetry	q1	
Ps	69	2	poetry	q1	
Ps	69	3	poetry	q1	
Ps	69	4	poetry	q1	
Ps	69	5	poetry	q1	
Ps	69	6	poetry	q1	
Ps	69	7	poetry	q1	
Ps	69	8	poetry	q1	
Ps	69	9	poetry	q1	
Ps	69	10	poetry	q1	
Ps	69	11	poetry	q1	
Ps	69	12	poetry	q1	
Ps	69	13	poetry	q1	
Ps	69	14	poetry	q1	
Ps	69	15	poetry	q1	
Ps	69	16	poetry	q1	
Ps	69	17	poetry	q1	
Ps	69	18	poetry	q1	
Ps	69	19	poetry	q1	
Ps	69	20	poetry	q1	
Ps	69	21	poetry	q1	
Ps	69	22	poetry	q1	
Ps	69	23	poetry	q1	
Ps	69	24	poetry	q1	
Ps	69	25	poetry	q1	
Ps	69	26	poetry	q1	
Ps	69	27	poetry	q1	
Ps	69	28	poetry	q1	
Ps	69	29	poetry	q1	
Ps	69	30	poetry	q1	
Ps	69	31	poetry	q1	
Ps	69	32	poetry	q1	
Ps	69	33	poetry	q1	
Ps	69	34	poetry	q1	
Ps	69	35	poetry	q1	
Ps	69	36	poetry	q1	
Ps	70	2	poetry	q1	
Ps	70	3	poetry	q1	
Ps	70	4	poetry	q1	
Ps	70	5	poetry	q1	
Ps	71	2	poetry	q1	
Ps	71	3	poetry	q1	
Ps	71	4	poetry	q1	
Ps	71	5	poetry	q1	
Ps	71	6	poetry	q1	
Ps	71	7	poetry	q1	
Ps	71	8	poetry	q1	
Ps	71	9	poetry	q1	
Ps	71	10	poetry	q1	
Ps	71	11	poetry	q1	
Ps	71	12	poetry	q1	
Ps	71	13	poetry	q1	
Ps	71	14	poetry	q1	
Ps	71	15	poetry	q1	
Ps	71	16	poetry	q1	
Ps	71	17	poetry	q1	
Ps	71	18	poetry	q1	
Ps	71	19	poetry	q1	
Ps	71	20	poetry	q1	
Ps	71	21	poetry	q1	
Ps	71	22	poetry	q1	
Ps	71	23	poetry	q1	
Ps	71	24	poetry	q1	
Ps	72	2	poetry	q1	
Ps	72	3	poetry	q1	
Ps	72	4	poetry	q1	
Ps	72	5	poetry	q1	
Ps	72	6	poetry	q1	
Ps	72	7	poetry	q1	
Ps	72	8	poetry	q1	
Ps	72	9	poetry	q1	
Ps	72	10	poetry	q1	
Ps	72	11	poetry	q1	
Ps	72	12	poetry	q1	
Ps	72	13	poetry	q1	
Ps	72	14	poetry	q1	
Ps	72	15	poetry	q1	
Ps	72	16	poetry	q1	
Ps	72	17	poetry	q1	
Ps	72	18	poetry	q1	
Ps	72	19	poetry	q1	
Ps	72	20	poetry	q1	
Ps	73	2	poetry	q1	
Ps	73	3	poetry	q1	
Ps	73	4	poetry	q1	
Ps	73	5	poetry	q1	
Ps	73	6	poetry	q1	
Ps	73	7	poetry	q1	
Ps	73	8	poetry	q1	
Ps	73	9	poetry	q1	
Ps	73	10	poetry	q1	
Ps	73	11	poetry	q1	
Ps	73	12	poetry	q1	
Ps	73	13	poetry	q1	
Ps	73	14	poetry	q1	
Ps	73	15	poetry	q1	
Ps	73	16	poetry	q1	
Ps	73	17	poetry	q1	
Ps	73	18	poetry	q1	
Ps	73	19	poetry	q1	
Ps	73	20	poetry	q1	
Ps	73	21	poetry	q1	
Ps	73	22	poetry	q1	
Ps	73	23	poetry	q1	
Ps	73	24	poetry	q1	
Ps	73	25	poetry	q1	
Ps	73	26	poetry	q1	
Ps	73	27	poetry	q1	
Ps	73	28	poetry	q1	
Ps	74	2	poetry	q1	
Ps	74	3	poetry	q1	
Ps	74	4	poetry	q1	
Ps	74	5	poetry	q1	
Ps	74	6	poetry	q1	
Ps	74	7	poetry	q1	
Ps	74	8	poetry	q1	
Ps	74	9	poetry	q1	
Ps	74	10	poetry	q1	
Ps	74	11	poetry	q1	
Ps	74	12	poetry	q1	
Ps	74	13	poetry	q1	
Ps	74	14	poetry	q1	
Ps	74	15	poetry	q1	
Ps	74	16	poetry	q1	
Ps	74	17	poetry	q1	
Ps	74	18	poetry	q1	
Ps	74	19	poetry	q1	
Ps	74	20	poetry	q1	
Ps	74	21	poetry	q1	
Ps	74	22	poetry	q1	
Ps	74	23	poetry	q1	
Ps	75	2	poetry	q1	
Ps	75	3	poetry	q1	
Ps	75	4	poetry	q1	
Ps	75	5	poetry	q1	
Ps	75	6	poetry	q1	
Ps	75	7	poetry	q1	
Ps	75	8	poetry	q1	
Ps	75	9	poetry	q1	
Ps	75	10	poetry	q1	
Ps	76	2	poetry	q1	
Ps	76	3	poetry	q1	
Ps	76	4	poetry	q1	
Ps	76	5	poetry	q1	
Ps	76	6	poetry	q1	
Ps	76	7	poetry	q1	
Ps	76	8	poetry	q1	
Ps	76	9	poetry	q1	
Ps	76	10	poetry	q1	
Ps	76	11	poetry	q1	
Ps	76	12	poetry	q1	
Ps	77	2	poetry	q1	
Ps	77	3	poetry	q1	
Ps	77	4	poetry	q1	
Ps	77	5	poetry	q1	
Ps	77	6	poetry	q1	
Ps	77	7	poetry	q1	
Ps	77	8	poetry	q1	
Ps	77	9	poetry	q1	
Ps	77	10	poetry	q1	
Ps	77	11	poetry	q1	
Ps	77	12	poetry	q1	
Ps	77	13	poetry	q1	
Ps	77	14	poetry	q1	
Ps	77	15	poetry	q1	
Ps	77	16	poetry	q1	
Ps	77	17	poetry	q1	
Ps	77	18	poetry	q1	
Ps	77	19	poetry	q1	
Ps	77	20	poetry	q1	
Ps	78	2	poetry	q1	
Ps	78	3	poetry	q1	
Ps	78	4	poetry	q1	
Ps	78	5	poetry	q1	
Ps	78	6	poetry	q1	
Ps	78	7	poetry	q1	
Ps	78	8	poetry	q1	
Ps	78	9	poetry	q1	
Ps	78	10	poetry	q1	
Ps	78	11	poetry	q1	
Ps	78	12	poetry	q1	
Ps	78	13	poetry	q1	
Ps	78	14	poetry	q1	
Ps	78	15	poetry	q1	
Ps	78	16	poetry	q1	
Ps	78	17	poetry	q1	
Ps	78	18	poetry	q1	
Ps	78	19	poetry	q1	
Ps	78	20	poetry	q1	
Ps	78	21	poetry	q1	
Ps	78	22	poetry	q1	
Ps	78	23	poetry	q1	
Ps	78	24	poetry	q1	
Ps	78	25	poetry	q1	
Ps	78	26	poetry	q1	
Ps	78	27	poetry	q1	
Ps	78	28	poetry	q1	
Ps	78	29	poetry	q1	
Ps	78	30	poetry	q1	
Ps	78	31	poetry	q1	
Ps	78	32	poetry	q1	
Ps	78	33	poetry	q1	
Ps	78	34	poetry	q1	
Ps	78	35	poetry	q1	
Ps	78	36	poetry	q1	
Ps	78	37	poetry	q1	
Ps	78	38	poetry	q1	
Ps	78	39	poetry	q1	
Ps	78	40	poetry	q1	
Ps	78	41	poetry	q1	
Ps	78	42	poetry	q1	
Ps	78	43	poetry	q1	
Ps	78	44	poetry	q1	
Ps	78	45	poetry	q1	
Ps	78	46	poetry	q1	
Ps	78	47	poetry	q1	
Ps	78	48	poetry	q1	
Ps	78	49	poetry	q1	
Ps	78	50	poetry	q1	
Ps	78	51	poetry	q1	
Ps	78	52	poetry	q1	
Ps	78	53	poetry	q1	
Ps	78	54	poetry	q1	
Ps	78	55	poetry	q1	
Ps	78	56	poetry	q1	
Ps	78	57	poetry	q1	
Ps	78	58	poetry	q1	
Ps	78	59	poetry	q1	
Ps	78	60	poetry	q1	
Ps	78	61	poetry	q1	
Ps	78	62	poetry	q1	
Ps	78	63	poetry	q1	
Ps	78	64	poetry	q1	
Ps	78	65	poetry	q1	
Ps	78	66	poetry	q1	
Ps	78	67	poetry	q1	
Ps	78	68	poetry	q1	
Ps	78	69	poetry	q1	
Ps	78	70	poetry	q1	
Ps	78	71	poetry	q1	
Ps	78	72	poetry	q1	
Ps	79	2	poetry	q1	
Ps	79	3	poetry	q1	
Ps	79	4	poetry	q1	
Ps	79	5	poetry	q1	
Ps	79	6	poetry	q1	
Ps	79	7	poetry	q1	
Ps	79	8	poetry	q1	
Ps	79	9	poetry	q1	
Ps	79	10	poetry	q1	
Ps	79	11	poetry	q1	
Ps	79	12	poetry	q1	
Ps	79	13	poetry	q1	
Ps	80	2	poetry	q1	
Ps	80	3	poetry	q1	
Ps	80	4	poetry	q1	
Ps	80	5	poetry	q1	
Ps	80	6	poetry	q1	
Ps	80	7	poetry	q1	
Ps	80	8	poetry	q1	
Ps	80	9	poetry	q1	
Ps	80	10	poetry	q1	
Ps	80	11	poetry	q1	
Ps	80	12	poetry	q1	
Ps	80	13	poetry	q1	
Ps	80	14	poetry	q1	
Ps	80	15	poetry	q1	
Ps	80	16	poetry	q1	
Ps	80	17	poetry	q1	
Ps	80	18	poetry	q1	
Ps	80	19	poetry	q1	
Ps	81	2	poetry	q1	
Ps	81	3	poetry	q1	
Ps	81	4	poetry	q1	
Ps	81	5	poetry	q1	
Ps	81	6	poetry	q1	
Ps	81	7	poetry	q1	
Ps	81	8	poetry	q1	
Ps	81	9	poetry	q1	
Ps	81	10	poetry	q1	
Ps	81	11	poetry	q1	
Ps	81	12	poetry	q1	
Ps	81	13	poetry	q1	
Ps	81	14	poetry	q1	
Ps	81	15	poetry	q1	
Ps	81	16	poetry	q1	
Ps	82	2	poetry	q1	
Ps	82	3	poetry	q1	
Ps	82	4	poetry	q1	
Ps	82	5	poetry	q1	
Ps	82	6	poetry	q1	
Ps	82	7	poetry	q1	
Ps	82	8	poetry	q1	
Ps	83	2	poetry	q1	
Ps	83	3	poetry	q1	
Ps	83	4	poetry	q1	
Ps	83	5	poetry	q1	
Ps	83	6	poetry	q1	
Ps	83	7	poetry	q1	
Ps	83	8	poetry	q1	
Ps	83	9	poetry	q1	
Ps	83	10	poetry	q1	
Ps	83	11	poetry	q1	
Ps	83	12	poetry	q1	
Ps	83	13	poetry	q1	
Ps	83	14	poetry	q1	
Ps	83	15	poetry	q1	
Ps	83	16	poetry	q1	
Ps	83	17	poetry	q1	
Ps	83	18	poetry	q1	
Ps	84	2	poetry	q1	
Ps	84	3	poetry	q1	
Ps	84	4	poetry	q1	
Ps	84	5	poetry	q1	
Ps	84	6	poetry	q1	
Ps	84	7	poetry	q1	
Ps	84	8	poetry	q1	
Ps	84	9	poetry	q1	
Ps	84	10	poetry	q1	
Ps	84	11	poetry	q1	
Ps	84	12	poetry	q1	
Ps	85	2	poetry	q1	
Ps	85	3	poetry	q1	
Ps	85	4	poetry	q1	
Ps	85	5	poetry	q1	
Ps	85	6	poetry	q1	
Ps	85	7	poetry	q1	
Ps	85	8	poetry	q1	
Ps	85	9	poetry	q1	
Ps	85	10	poetry	q1	
Ps	85	11	poetry	q1	
Ps	85	12	poetry	q1	
Ps	85	13	poetry	q1	
Ps	86	2	poetry	q1	
Ps	86	3	poetry	q1	
Ps	86	4	poetry	q1	
Ps	86	5	poetry	q1	
Ps	86	6	poetry	q1	
Ps	86	7	poetry	q1	
Ps	86	8	poetry	q1	
Ps	86	9	poetry	q1	
Ps	86	10	poetry	q1	
Ps	86	11	poetry	q1	
Ps	86	12	poetry	q1	
Ps	86	13	poetry	q1	
Ps	86	14	poetry	q1	
Ps	86	15	poetry	q1	
Ps	86	16	poetry	q1	
Ps	86	17	poetry	q1	
Ps	87	2	poetry	q1	
Ps	87	3	poetry	q1	
Ps	87	4	poetry	q1	
Ps	87	5	poetry	q1	
Ps	87	6	poetry	q1	
Ps	87	7	poetry	q1	
Ps	88	2	poetry	q1	
Ps	88	3	poetry	q1	
Ps	88	4	poetry	q1	
Ps	88	5	poetry	q1	
Ps	88	6	poetry	q1	
Ps	88	7	poetry	q1	
Ps	88	8	poetry	q1	
Ps	88	9	poetry	q1	
Ps	88	10	poetry	q1	
Ps	88	11	poetry	q1	
Ps	88	12	poetry	q1	
Ps	88	13	poetry	q1	
Ps	88	14	poetry	q1	
Ps	88	15	poetry	q1	
Ps	88	16	poetry	q1	
Ps	88	17	poetry	q1	
Ps	88	18	poetry	q1	
Ps	89	2	poetry	q1	
Ps	89	3	poetry	q1	
Ps	89	4	poetry	q1	
Ps	89	5	poetry	q1	
Ps	89	6	poetry	q1	
Ps	89	7	poetry	q1	
Ps	89	8	poetry	q1	
Ps	89	9	poetry	q1	
Ps	89	10	poetry	q1	
Ps	89	11	poetry	q1	
Ps	89	12	poetry	q1	
Ps	89	13	poetry	q1	
Ps	89	14	poetry	q1	
Ps	89	15	poetry	q1	
Ps	89	16	poetry	q1	
Ps	89	17	poetry	q1	
Ps	89	18	poetry	q1	
Ps	89	19	poetry	q1	
Ps	89	20	poetry	q1	
Ps	89	21	poetry	q1	
Ps	89	22	poetry	q1	
Ps	89	23	poetry	q1	
Ps	89	24	poetry	q1	
Ps	89	25	poetry	q1	
Ps	89	26	poetry	q1	
Ps	89	27	poetry	q1	
Ps	89	28	poetry	q1	
Ps	89	29	poetry	q1	
Ps	89	30	poetry	q1	
Ps	89	31	poetry	q1	
Ps	89	32	poetry	q1	
Ps	89	33	poetry	q1	
Ps	89	34	poetry	q1	
Ps	89	35	poetry	q1	
Ps	89	36	poetry	q1	
Ps	89	37	poetry	q1	
Ps	89	38	poetry	q1	
Ps	89	39	poetry	q1	
Ps	89	40	poetry	q1	
Ps	89	41	poetry	q1	
Ps	89	42	poetry	q1	
Ps	89	43	poetry	q1	
Ps	89	44	poetry	q1	
Ps	89	45	poetry	q1	
Ps	89	46	poetry	q1	
Ps	89	47	poetry	q1	
Ps	89	48	poetry	q1	
Ps	89	49	poetry	q1	
Ps	89	50	poetry	q1	
Ps	89	51	poetry	q1	
Ps	89	52	poetry	q1	
Ps	90	2	poetry	q1	
Ps	90	3	poetry	q1	
Ps	90	4	poetry	q1	
Ps	90	5	poetry	q1	
Ps	90	6	poetry	q1	
Ps	90	7	poetry	q1	
Ps	90	8	poetry	q1	
Ps	90	9	poetry	q1	
Ps	90	10	poetry	q1	
Ps	90	11	poetry	q1	
Ps	90	12	poetry	q1	
Ps	90	13	poetry	q1	
Ps	90	14	poetry	q1	
Ps	90	15	poetry	q1	
Ps	90	16	poetry	q1	
Ps	90	17	poetry	q1	
Ps	91	2	poetry	q1	
Ps	91	3	poetry	q1	
Ps	91	4	poetry	q1	
Ps	91	5	poetry	q1	
Ps	91	6	poetry	q1	
Ps	91	7	poetry	q1	
Ps	91	8	poetry	q1	
Ps	91	9	poetry	q1	
Ps	91	10	poetry	q1	
Ps	91	11	poetry	q1	
Ps	91	12	poetry	q1	
Ps	91	13	poetry	q1	
Ps	91	14	poetry	q1	
Ps	91	15	poetry	q1	
Ps	91	16	poetry	q1	
Ps	92	2	poetry	q1	
Ps	92	3	poetry	q1	
Ps	92	4	poetry	q1	
Ps	92	5	poetry	q1	
Ps	92	6	poetry	q1	
Ps	92	7	poetry	q1	
Ps	92	8	poetry	q1	
Ps	92	9	poetry	q1	
Ps	92	10	poetry	q1	
Ps	92	11	poetry	q1	
Ps	92	12	poetry	q1	
Ps	92	13	poetry	q1	
Ps	92	14	poetry	q1	
Ps	92	15	poetry	q1	
Ps	93	2	poetry	q1	
Ps	93	3	poetry	q1	
Ps	93	4	poetry	q1	
Ps	93	5	poetry	q1	
Ps	94	2	poetry	q1	
Ps	94	3	poetry	q1	
Ps	94	4	poetry	q1	
Ps	94	5	poetry	q1	
Ps	94	6	poetry	q1	
Ps	94	7	poetry	q1	
Ps	94	8	poetry	q1	
Ps	94	9	poetry	q1	
Ps	94	10	poetry	q1	
Ps	94	11	poetry	q1	
Ps	94	12	poetry	q1	
Ps	94	13	poetry	q1	
Ps	94	14	poetry	q1	
Ps	94	15	poetry	q1	
Ps	94	16	poetry	q1	
Ps	94	17	poetry	q1	
Ps	94	18	poetry	q1	
Ps	94	19	poetry	q1	
Ps	94	20	poetry	q1	
Ps	94	21	poetry	q1	
Ps	94	22	poetry	q1	
Ps	94	23	poetry	q1	
Ps	95	2	poetry	q1	
Ps	95	3	poetry	q1	
Ps	95	4	poetry	q1	
Ps	95	5	poetry	q1	
Ps	95	6	poetry	q1	
Ps	95	7	poetry	q1	
Ps	95	8	poetry	q1	
Ps	95	9	poetry	q1	
Ps	95	10	poetry	q1	
Ps	95	11	poetry	q1	
Ps	96	2	poetry	q1	
Ps	96	3	poetry	q1	
Ps	96	4	poetry	q1	
Ps	96	5	poetry	q1	
Ps	96	6	poetry	q1	
Ps	96	7	poetry	q1	
Ps	96	8	poetry	q1	
Ps	96	9	poetry	q1	
Ps	96	10	poetry	q1	
Ps	96	11	poetry	q1	
Ps	96	12	poetry	q1	
Ps	96	13	poetry	q1	
Ps	97	2	poetry	q1	
Ps	97	3	poetry	q1	
Ps	97	4	poetry	q1	
Ps	97	5	poetry	q1	
Ps	97	6	poetry	q1	
Ps	97	7	poetry	q1	
Ps	97	8	poetry	q1	
Ps	97	9	poetry	q1	
Ps	97	10	poetry	q1	
Ps	97	11	poetry	q1	
Ps	97	12	poetry	q1	
Ps	98	2	poetry	q1	
Ps	98	3	poetry	q1	
Ps	98	4	poetry	q1	
Ps	98	5	poetry	q1	
Ps	98	6	poetry	q1	
Ps	98	7	poetry	q1	
Ps	98	8	poetry	q1	
Ps	98	9	poetry	q1	
Ps	99	2	poetry	q1	
Ps	99	3	poetry	q1	
Ps	99	4	poetry	q1	
Ps	99	5	poetry	q1	
Ps	99	6	poetry	q1	
Ps	99	7	poetry	q1	
Ps	99	8	poetry	q1	
Ps	99	9	poetry	q1	
Ps	100	2	poetry	q1	
Ps	100	3	poetry	q1	
Ps	100	4	poetry	q1	
Ps	100	5	poetry	q1	
Ps	101	2	poetry	q1	
Ps	101	3	poetry	q1	
Ps	101	4	poetry	q1	
Ps	101	5	poetry	q1	
Ps	101	6	poetry	q1	
Ps	101	7	poetry	q1	
Ps	101	8	poetry	q1	
Ps	102	2	poetry	q1	
Ps	102	3	poetry	q1	
Ps	102	4	poetry	q1	
Ps	102	5	poetry	q1	
Ps	102	6	poetry	q1	
Ps	102	7	poetry	q1	
Ps	102	8	poetry	q1	
Ps	102	9	poetry	q1	
Ps	102	10	poetry	q1	
Ps	102	11	poetry	q1	
Ps	102	12	poetry	q1	
Ps	102	13	poetry	q1	
Ps	102	14	poetry	q1	
Ps	102	15	poetry	q1	
Ps	102	16	poetry	q1	
Ps	102	17	poetry	q1	
Ps	102	18	poetry	q1	
Ps	102	19	poetry	q1	
Ps	102	20	poetry	q1	
Ps	102	21	poetry	q1	
Ps	102	22	poetry	q1	
Ps	102	23	poetry	q1	
Ps	102	24	poetry	q1	
Ps	102	25	poetry	q1	
Ps	102	26	poetry	q1	
Ps	102	27	poetry	q1	
Ps	102	28	poetry	q1	
Ps	103	2	poetry	q1	
Ps	103	3	poetry	q1	
Ps	103	4	poetry	q1	
Ps	103	5	poetry	q1	
Ps	103	6	poetry	q1	
Ps	103	7	poetry	q1	
Ps	103	8	poetry	q1	
Ps	103	9	poetry	q1	
Ps	103	10	poetry	q1	
Ps	103	11	poetry	q1	
Ps	103	12	poetry	q1	
Ps	103	13	poetry	q1	
Ps	103	14	poetry	q1	
Ps	103	15	poetry	q1	
Ps	103	16	poetry	q1	
Ps	103	17	poetry	q1	
Ps	103	18	poetry	q1	
Ps	103	19	poetry	q1	
Ps	103	20	poetry	q1	
Ps	103	21	poetry	q1	
Ps	103	22	poetry	q1	
Ps	104	2	poetry	q1	
Ps	104	3	poetry	q1	
Ps	104	4	poetry	q1	
Ps	104	5	poetry	q1	
Ps	104	6	poetry	q1	
Ps	104	7	poetry	q1	
Ps	104	8	poetry	q1	
Ps	104	9	poetry	q1	
Ps	104	10	poetry	q1	
Ps	104	11	poetry	q1	
Ps	104	12	poetry	q1	
Ps	104	13	poetry	q1	
Ps	104	14	poetry	q1	
Ps	104	15	poetry	q1	
Ps	104	16	poetry	q1	
Ps	104	17	poetry	q1	
Ps	104	18	poetry	q1	
Ps	104	19	poetry	q1	
Ps	104	20	poetry	q1	
Ps	104	21	poetry	q1	
Ps	104	22	poetry	q1	
Ps	104	23	poetry	q1	
Ps	104	24	poetry	q1	
Ps	104	25	poetry	q1	
Ps	104	26	poetry	q1	
Ps	104	27	poetry	q1	
Ps	104	28	poetry	q1	
Ps	104	29	poetry	q1	
Ps	104	30	poetry	q1	
Ps	104	31	poetry	q1	
Ps	104	32	poetry	q1	
Ps	104	33	poetry	q1	
Ps	104	34	poetry	q1	
Ps	104	35	poetry	q1	
Ps	105	2	poetry	q1	
Ps	105	3	poetry	q1	
Ps	105	4	poetry	q1	
Ps	105	5	poetry	q1	
Ps	105	6	poetry	q1	
Ps	105	7	poetry	q1	
Ps	105	8	poetry	q1	
Ps	105	9	poetry	q1	
Ps	105	10	poetry	q1	
Ps	105	11	poetry	q1	
Ps	105	12	poetry	q1	
Ps	105	13	poetry	q1	
Ps	105	14	poetry	q1	
Ps	105	15	poetry	q1	
Ps	105	16	poetry	q1	
Ps	105	17	poetry	q1	
Ps	105	18	poetry	q1	
Ps	105	19	poetry	q1	
Ps	105	20	poetry	q1	
Ps	105	21	poetry	q1	
Ps	105	22	poetry	q1	
Ps	105	23	poetry	q1	
Ps	105	24	poetry	q1	
Ps	105	25	poetry	q1	
Ps	105	26	poetry	q1	
Ps	105	27	poetry	q1	
Ps	105	28	poetry	q1	
Ps	105	29	poetry	q1	
Ps	105	30	poetry	q1	
Ps	105	31	poetry	q1	
Ps	105	32	poetry	q1	
Ps	105	33	poetry	q1	
Ps	105	34	poetry	q1	
Ps	105	35	poetry	q1	
Ps	105	36	poetry	q1	
Ps	105	37	poetry	q1	
Ps	105	38	poetry	q1	
Ps	105	39	poetry	q1	
Ps	105	40	poetry	q1	
Ps	105	41	poetry	q1	
Ps	105	42	poetry	q1	
Ps	105	43	poetry	q1	
Ps	105	44	poetry	q1	
Ps	105	45	poetry	q1	
Ps	106	2	poetry	q1	
Ps	106	3	poetry	q1	
Ps	106	4	poetry	q1	
Ps	106	5	poetry	q1	
Ps	106	6	poetry	q1	
Ps	106	7	poetry	q1	
Ps	106	8	poetry	q1	
Ps	106	9	poetry	q1	
Ps	106	10	poetry	q1	
Ps	106	11	poetry	q1	
Ps	106	12	poetry	q1	
Ps	106	13	poetry	q1	
Ps	106	14	poetry	q1	
Ps	106	15	poetry	q1	
Ps	106	16	poetry	q1	
Ps	106	17	poetry	q1	
Ps	106	18	poetry	q1	
Ps	106	19	poetry	q1	
Ps	106	20	poetry	q1	
Ps	106	21	poetry	q1	
Ps	106	22	poetry	q1	
Ps	106	23	poetry	q1	
Ps	106	24	poetry	q1	
Ps	106	25	poetry	q1	
Ps	106	26	poetry	q1	
Ps	106	27	poetry	q1	
Ps	106	28	poetry	q1	
Ps	106	29	poetry	q1	
Ps	106	30	poetry	q1	
Ps	106	31	poetry	q1	
Ps	106	32	poetry	q1	
Ps	106	33	poetry	q1	
Ps	106	34	poetry	q1	
Ps	106	35	poetry	q1	
Ps	106	36	poetry	q1	
Ps	106	37	poetry	q1	
Ps	106	38	poetry	q1	
Ps	106	39	poetry	q1	
Ps	106	40	poetry	q1	
Ps	106	41	poetry	q1	
Ps	106	42	poetry	q1	
Ps	106	43	poetry	q1	
Ps	106	44	poetry	q1	
Ps	106	45	poetry	q1	
Ps	106	46	poetry	q1	
Ps	106	47	poetry	q1	
Ps	106	48	poetry	q1	
Ps	107	2	poetry	q1	
Ps	107	3	poetry	q1	
Ps	107	4	poetry	q1	
Ps	107	5	poetry	q1	
Ps	107	6	poetry	q1	
Ps	107	7	poetry	q1	
Ps	107	8	poetry	q1	
Ps	107	9	poetry	q1	
Ps	107	10	poetry	q1	
Ps	107	11	poetry	q1	
Ps	107	12	poetry	q1	
Ps	107	13	poetry	q1	
Ps	107	14	poetry	q1	
Ps	107	15	poetry	q1	
Ps	107	16	poetry	q1	
Ps	107	17	poetry	q1	
Ps	107	18	poetry	q1	
Ps	107	19	poetry	q1	
Ps	107	20	poetry	q1	
Ps	107	21	poetry	q1	
Ps	107	22	poetry	q1	
Ps	107	23	poetry	q1	
Ps	107	24	poetry	q1	
Ps	107	25	poetry	q1	
Ps	107	26	poetry	q1	
Ps	107	27	poetry	q1	
Ps	107	28	poetry	q1	
Ps	107	29	poetry	q1	
Ps	107	30	poetry	q1	
Ps	107	31	poetry	q1	
Ps	107	32	poetry	q1	
Ps	107	33	poetry	q1	
Ps	107	34	poetry	q1	
Ps	107	35	poetry	q1	
Ps	107	36	poetry	q1	
Ps	107	37	poetry	q1	
Ps	107	38	poetry	q1	
Ps	107	39	poetry	q1	
Ps	107	40	poetry	q1	
Ps	107	41	poetry	q1	
Ps	107	42	poetry	q1	
Ps	107	43	poetry	q1	
